<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.04.24	23:45:00	33.568	33.573	33.555	33.561	126	0	30
2025.04.25	01:00:00	33.585	33.649	33.572	33.643	1006	0	7
2025.04.25	01:15:00	33.641	33.655	33.615	33.654	431	0	7
2025.04.25	01:30:00	33.654	33.678	33.634	33.650	654	0	7
2025.04.25	01:45:00	33.650	33.666	33.629	33.660	330	0	7
2025.04.25	02:00:00	33.660	33.670	33.637	33.658	384	0	7
2025.04.25	02:15:00	33.658	33.664	33.620	33.638	356	0	7
2025.04.25	02:30:00	33.638	33.641	33.612	33.628	463	0	7
2025.04.25	02:45:00	33.628	33.642	33.605	33.616	459	0	7
2025.04.25	03:00:00	33.616	33.674	33.600	33.624	594	0	7
2025.04.25	03:15:00	33.624	33.663	33.624	33.639	531	0	7
2025.04.25	03:30:00	33.639	33.659	33.576	33.602	569	0	7
2025.04.25	03:45:00	33.602	33.634	33.594	33.602	499	0	7
2025.04.25	04:00:00	33.602	33.672	33.576	33.617	1180	0	7
2025.04.25	04:15:00	33.617	33.622	33.530	33.555	932	0	7
2025.04.25	04:30:00	33.555	33.583	33.533	33.542	791	0	7
2025.04.25	04:45:00	33.542	33.556	33.426	33.463	883	0	7
2025.04.25	05:00:00	33.463	33.490	33.452	33.458	836	0	7
2025.04.25	05:15:00	33.458	33.464	33.416	33.430	455	0	7
2025.04.25	05:30:00	33.430	33.468	33.379	33.441	829	0	7
2025.04.25	05:45:00	33.441	33.483	33.413	33.480	769	0	7
2025.04.25	06:00:00	33.480	33.536	33.474	33.525	578	0	7
2025.04.25	06:15:00	33.525	33.553	33.493	33.515	713	0	7
2025.04.25	06:30:00	33.515	33.543	33.482	33.513	573	0	7
2025.04.25	06:45:00	33.513	33.518	33.403	33.405	826	0	7
2025.04.25	07:00:00	33.405	33.468	33.368	33.450	945	0	7
2025.04.25	07:15:00	33.453	33.480	33.425	33.439	624	0	7
2025.04.25	07:30:00	33.439	33.460	33.397	33.459	661	0	7
2025.04.25	07:45:00	33.459	33.473	33.436	33.469	476	0	7
2025.04.25	08:00:00	33.470	33.500	33.388	33.427	557	0	7
2025.04.25	08:15:00	33.427	33.442	33.390	33.431	626	0	7
2025.04.25	08:30:00	33.430	33.467	33.365	33.422	1497	0	7
2025.04.25	08:45:00	33.422	33.422	33.301	33.341	1779	0	7
2025.04.25	09:00:00	33.341	33.380	33.256	33.262	1373	0	6
2025.04.25	09:15:00	33.262	33.348	33.257	33.343	1178	0	6
2025.04.25	09:30:00	33.343	33.436	33.319	33.410	1104	0	6
2025.04.25	09:45:00	33.410	33.413	33.363	33.411	773	0	6
2025.04.25	10:00:00	33.411	33.475	33.408	33.420	973	0	6
2025.04.25	10:15:00	33.419	33.475	33.397	33.397	857	0	6
2025.04.25	10:30:00	33.397	33.411	33.359	33.361	667	0	6
2025.04.25	10:45:00	33.361	33.398	33.354	33.364	488	0	6
2025.04.25	11:00:00	33.363	33.396	33.325	33.334	749	0	6
2025.04.25	11:15:00	33.334	33.379	33.326	33.379	958	0	6
2025.04.25	11:30:00	33.379	33.379	33.329	33.358	692	0	6
2025.04.25	11:45:00	33.358	33.428	33.358	33.418	510	0	6
2025.04.25	12:00:00	33.418	33.453	33.369	33.388	687	0	6
2025.04.25	12:15:00	33.388	33.428	33.360	33.417	656	0	6
2025.04.25	12:30:00	33.417	33.448	33.362	33.425	573	0	6
2025.04.25	12:45:00	33.425	33.433	33.363	33.364	782	0	6
2025.04.25	13:00:00	33.364	33.381	33.333	33.346	608	0	6
2025.04.25	13:15:00	33.346	33.460	33.298	33.448	907	0	6
2025.04.25	13:30:00	33.448	33.453	33.396	33.416	850	0	6
2025.04.25	13:45:00	33.416	33.417	33.340	33.352	789	0	6
2025.04.25	14:00:00	33.352	33.414	33.305	33.401	602	0	6
2025.04.25	14:15:00	33.401	33.415	33.343	33.349	586	0	8
2025.04.25	14:30:00	33.349	33.363	33.192	33.194	696	0	7
2025.04.25	14:45:00	33.194	33.300	33.098	33.248	991	0	7
2025.04.25	15:00:00	33.248	33.358	33.235	33.315	886	0	6
2025.04.25	15:15:00	33.315	33.375	33.266	33.344	1083	0	6
2025.04.25	15:30:00	33.344	33.355	33.258	33.306	886	0	6
2025.04.25	15:45:00	33.306	33.322	33.246	33.263	705	0	6
2025.04.25	16:00:00	33.263	33.283	33.154	33.244	2126	0	6
2025.04.25	16:15:00	33.244	33.244	32.870	32.934	2002	0	9
2025.04.25	16:30:00	32.934	32.934	32.772	32.869	2412	0	9
2025.04.25	16:45:00	32.869	32.953	32.811	32.911	2339	0	6
2025.04.25	17:00:00	32.910	33.006	32.891	32.946	2274	0	6
2025.04.25	17:15:00	32.946	33.067	32.891	33.053	1556	0	6
2025.04.25	17:30:00	33.053	33.102	32.968	33.032	1173	0	6
2025.04.25	17:45:00	33.032	33.033	32.892	32.910	1220	0	6
2025.04.25	18:00:00	32.910	32.933	32.882	32.919	910	0	6
2025.04.25	18:15:00	32.919	32.948	32.884	32.932	818	0	6
2025.04.25	18:30:00	32.929	32.978	32.901	32.976	684	0	7
2025.04.25	18:45:00	32.973	32.987	32.919	32.962	778	0	8
2025.04.25	19:00:00	32.962	32.977	32.929	32.975	544	0	8
2025.04.25	19:15:00	32.975	32.979	32.934	32.974	477	0	6
2025.04.25	19:30:00	32.974	33.037	32.970	33.009	435	0	8
2025.04.25	19:45:00	33.009	33.051	32.983	33.035	516	0	6
2025.04.25	20:00:00	33.039	33.078	33.012	33.059	541	0	6
2025.04.25	20:15:00	33.059	33.093	33.043	33.080	691	0	6
2025.04.25	20:30:00	33.084	33.090	33.033	33.045	791	0	6
2025.04.25	20:45:00	33.045	33.051	32.964	32.972	748	0	6
2025.04.25	21:00:00	32.973	33.030	32.969	33.005	610	0	6
2025.04.25	21:15:00	33.004	33.010	32.978	32.987	390	0	6
2025.04.25	21:30:00	32.987	33.013	32.968	32.972	327	0	6
2025.04.25	21:45:00	32.972	32.980	32.921	32.943	292	0	6
2025.04.25	22:00:00	32.943	32.943	32.898	32.901	362	0	6
2025.04.25	22:15:00	32.901	32.944	32.901	32.921	396	0	6
2025.04.25	22:30:00	32.923	32.991	32.908	32.988	511	0	6
2025.04.25	22:45:00	32.989	33.074	32.971	33.033	702	0	8
2025.04.25	23:00:00	33.033	33.058	33.024	33.038	385	0	6
2025.04.25	23:15:00	33.038	33.080	33.034	33.073	290	0	6
2025.04.25	23:30:00	33.073	33.081	33.038	33.079	292	0	6
2025.04.25	23:45:00	33.073	33.074	33.049	33.071	145	0	44
2025.04.28	01:00:00	33.071	33.169	33.034	33.091	1077	0	8
2025.04.28	01:15:00	33.091	33.110	33.037	33.044	428	0	8
2025.04.28	01:30:00	33.044	33.046	32.993	33.026	395	0	7
2025.04.28	01:45:00	33.026	33.062	33.008	33.010	282	0	7
2025.04.28	02:00:00	33.010	33.029	32.983	32.983	462	0	7
2025.04.28	02:15:00	32.983	33.024	32.939	33.009	644	0	7
2025.04.28	02:30:00	33.009	33.018	32.970	32.975	412	0	7
2025.04.28	02:45:00	32.975	32.979	32.881	32.890	652	0	7
2025.04.28	03:00:00	32.891	32.944	32.858	32.876	934	0	9
2025.04.28	03:15:00	32.876	32.937	32.862	32.932	735	0	9
2025.04.28	03:30:00	32.933	32.965	32.922	32.942	658	0	9
2025.04.28	03:45:00	32.942	32.989	32.942	32.982	692	0	9
2025.04.28	04:00:00	32.982	33.020	32.918	32.944	1728	0	9
2025.04.28	04:15:00	32.944	32.970	32.909	32.913	1596	0	9
2025.04.28	04:30:00	32.913	32.913	32.753	32.787	1678	0	9
2025.04.28	04:45:00	32.787	32.853	32.745	32.751	1220	0	9
2025.04.28	05:00:00	32.751	32.755	32.650	32.688	1399	0	9
2025.04.28	05:15:00	32.688	32.746	32.674	32.731	693	0	9
2025.04.28	05:30:00	32.731	32.792	32.726	32.787	1064	0	9
2025.04.28	05:45:00	32.787	32.830	32.771	32.772	663	0	9
2025.04.28	06:00:00	32.772	32.798	32.762	32.792	737	0	9
2025.04.28	06:15:00	32.792	32.844	32.790	32.837	718	0	9
2025.04.28	06:30:00	32.838	32.855	32.820	32.837	428	0	9
2025.04.28	06:45:00	32.837	32.847	32.819	32.837	353	0	9
2025.04.28	07:00:00	32.837	32.865	32.837	32.850	345	0	9
2025.04.28	07:15:00	32.850	32.887	32.835	32.881	311	0	9
2025.04.28	07:30:00	32.879	32.879	32.850	32.864	287	0	9
2025.04.28	07:45:00	32.864	32.900	32.861	32.869	528	0	9
2025.04.28	08:00:00	32.873	32.908	32.866	32.889	444	0	9
2025.04.28	08:15:00	32.889	32.967	32.883	32.959	377	0	9
2025.04.28	08:30:00	32.959	32.962	32.882	32.890	1085	0	9
2025.04.28	08:45:00	32.890	32.920	32.886	32.904	620	0	9
2025.04.28	09:00:00	32.904	32.909	32.847	32.854	691	0	7
2025.04.28	09:15:00	32.854	32.855	32.782	32.820	732	0	7
2025.04.28	09:30:00	32.820	32.823	32.772	32.800	713	0	7
2025.04.28	09:45:00	32.800	32.825	32.781	32.794	782	0	7
2025.04.28	10:00:00	32.794	32.916	32.794	32.907	951	0	7
2025.04.28	10:15:00	32.907	32.928	32.889	32.907	626	0	7
2025.04.28	10:30:00	32.906	32.982	32.902	32.977	877	0	7
2025.04.28	10:45:00	32.978	33.008	32.956	32.963	607	0	7
2025.04.28	11:00:00	32.963	33.002	32.952	32.962	748	0	7
2025.04.28	11:15:00	32.962	32.986	32.937	32.941	562	0	7
2025.04.28	11:30:00	32.941	32.953	32.908	32.943	571	0	7
2025.04.28	11:45:00	32.943	32.948	32.899	32.924	400	0	7
2025.04.28	12:00:00	32.924	32.993	32.923	32.993	509	0	7
2025.04.28	12:15:00	32.993	33.024	32.955	32.959	618	0	7
2025.04.28	12:30:00	32.960	32.979	32.893	32.907	701	0	7
2025.04.28	12:45:00	32.906	32.914	32.819	32.825	626	0	9
2025.04.28	13:00:00	32.825	32.908	32.809	32.905	834	0	9
2025.04.28	13:15:00	32.905	32.927	32.888	32.923	464	0	7
2025.04.28	13:30:00	32.923	33.005	32.919	33.004	610	0	7
2025.04.28	13:45:00	33.005	33.044	32.986	32.990	686	0	7
2025.04.28	14:00:00	32.990	33.052	32.975	33.042	578	0	11
2025.04.28	14:15:00	33.042	33.077	33.008	33.065	651	0	11
2025.04.28	14:30:00	33.065	33.084	33.038	33.063	512	0	10
2025.04.28	14:45:00	33.063	33.074	33.017	33.044	491	0	9
2025.04.28	15:00:00	33.044	33.065	33.017	33.027	719	0	10
2025.04.28	15:15:00	33.026	33.074	33.012	33.074	933	0	14
2025.04.28	15:30:00	33.074	33.082	33.000	33.013	850	0	12
2025.04.28	15:45:00	33.014	33.029	32.940	32.940	745	0	9
2025.04.28	16:00:00	32.939	33.059	32.915	33.057	1267	0	12
2025.04.28	16:15:00	33.057	33.095	33.042	33.055	808	0	9
2025.04.28	16:30:00	33.058	33.076	32.825	32.835	1732	0	11
2025.04.28	16:45:00	32.835	32.881	32.789	32.832	1901	0	12
2025.04.28	17:00:00	32.832	32.915	32.830	32.843	1422	0	9
2025.04.28	17:15:00	32.843	33.037	32.843	33.013	1535	0	9
2025.04.28	17:30:00	33.013	33.115	32.997	33.061	1632	0	11
2025.04.28	17:45:00	33.061	33.147	33.042	33.059	1512	0	8
2025.04.28	18:00:00	33.059	33.125	33.024	33.123	1127	0	8
2025.04.28	18:15:00	33.123	33.148	33.079	33.090	1336	0	9
2025.04.28	18:30:00	33.090	33.136	33.076	33.121	1304	0	9
2025.04.28	18:45:00	33.121	33.129	33.006	33.036	1079	0	8
2025.04.28	19:00:00	33.036	33.077	33.026	33.063	980	0	8
2025.04.28	19:15:00	33.062	33.147	33.061	33.076	955	0	8
2025.04.28	19:30:00	33.076	33.135	33.051	33.127	869	0	7
2025.04.28	19:45:00	33.127	33.133	33.090	33.120	776	0	7
2025.04.28	20:00:00	33.120	33.136	33.102	33.105	722	0	7
2025.04.28	20:15:00	33.105	33.105	33.047	33.048	868	0	7
2025.04.28	20:30:00	33.048	33.076	33.042	33.043	790	0	7
2025.04.28	20:45:00	33.043	33.060	33.024	33.041	613	0	7
2025.04.28	21:00:00	33.040	33.093	33.033	33.082	570	0	7
2025.04.28	21:15:00	33.082	33.144	33.066	33.141	801	0	7
2025.04.28	21:30:00	33.141	33.156	33.118	33.136	588	0	7
2025.04.28	21:45:00	33.136	33.143	33.126	33.131	747	0	7
2025.04.28	22:00:00	33.131	33.176	33.129	33.139	516	0	8
2025.04.28	22:15:00	33.139	33.179	33.123	33.172	450	0	7
2025.04.28	22:30:00	33.172	33.183	33.109	33.133	625	0	7
2025.04.28	22:45:00	33.133	33.190	33.124	33.184	446	0	7
2025.04.28	23:00:00	33.184	33.184	33.151	33.159	267	0	7
2025.04.28	23:15:00	33.159	33.164	33.141	33.159	192	0	7
2025.04.28	23:30:00	33.159	33.164	33.132	33.137	225	0	9
2025.04.28	23:45:00	33.137	33.154	33.134	33.135	144	0	31
2025.04.29	01:00:00	33.148	33.197	33.113	33.118	521	0	11
2025.04.29	01:15:00	33.118	33.139	33.084	33.135	383	0	11
2025.04.29	01:30:00	33.135	33.149	33.089	33.092	301	0	9
2025.04.29	01:45:00	33.092	33.112	33.077	33.094	243	0	9
2025.04.29	02:00:00	33.094	33.138	33.080	33.082	491	0	9
2025.04.29	02:15:00	33.082	33.113	33.080	33.110	193	0	9
2025.04.29	02:30:00	33.110	33.125	33.072	33.096	312	0	9
2025.04.29	02:45:00	33.096	33.141	33.094	33.107	271	0	9
2025.04.29	03:00:00	33.106	33.122	33.066	33.109	425	0	9
2025.04.29	03:15:00	33.109	33.118	33.065	33.071	525	0	9
2025.04.29	03:30:00	33.071	33.144	33.071	33.137	362	0	9
2025.04.29	03:45:00	33.137	33.152	33.121	33.126	409	0	9
2025.04.29	04:00:00	33.125	33.169	33.092	33.141	877	0	9
2025.04.29	04:15:00	33.141	33.154	33.102	33.102	655	0	9
2025.04.29	04:30:00	33.102	33.162	33.090	33.159	962	0	9
2025.04.29	04:45:00	33.159	33.177	33.127	33.155	696	0	9
2025.04.29	05:00:00	33.155	33.222	33.148	33.216	658	0	11
2025.04.29	05:15:00	33.216	33.244	33.187	33.199	554	0	9
2025.04.29	05:30:00	33.199	33.217	33.172	33.181	507	0	9
2025.04.29	05:45:00	33.181	33.182	33.080	33.081	608	0	9
2025.04.29	06:00:00	33.081	33.093	33.050	33.058	794	0	9
2025.04.29	06:15:00	33.058	33.075	33.009	33.032	701	0	9
2025.04.29	06:30:00	33.032	33.064	33.025	33.027	320	0	9
2025.04.29	06:45:00	33.027	33.042	32.939	32.980	609	0	9
2025.04.29	07:00:00	32.981	32.990	32.956	32.968	334	0	9
2025.04.29	07:15:00	32.968	33.026	32.963	33.026	304	0	9
2025.04.29	07:30:00	33.026	33.028	32.971	32.985	394	0	9
2025.04.29	07:45:00	32.985	32.985	32.918	32.929	465	0	9
2025.04.29	08:00:00	32.929	32.958	32.916	32.919	482	0	9
2025.04.29	08:15:00	32.919	32.923	32.874	32.911	551	0	9
2025.04.29	08:30:00	32.911	32.986	32.903	32.973	938	0	9
2025.04.29	08:45:00	32.972	32.994	32.931	32.938	583	0	11
2025.04.29	09:00:00	32.938	32.982	32.931	32.964	635	0	11
2025.04.29	09:15:00	32.964	33.012	32.964	33.007	732	0	7
2025.04.29	09:30:00	33.007	33.070	32.997	33.066	787	0	7
2025.04.29	09:45:00	33.066	33.067	33.023	33.060	621	0	7
2025.04.29	10:00:00	33.060	33.131	33.060	33.111	687	0	7
2025.04.29	10:15:00	33.111	33.198	33.109	33.165	607	0	7
2025.04.29	10:30:00	33.165	33.166	33.067	33.148	652	0	7
2025.04.29	10:45:00	33.148	33.243	33.144	33.228	949	0	7
2025.04.29	11:00:00	33.232	33.242	33.159	33.204	770	0	7
2025.04.29	11:15:00	33.204	33.254	33.202	33.233	730	0	7
2025.04.29	11:30:00	33.233	33.251	33.187	33.188	478	0	7
2025.04.29	11:45:00	33.189	33.256	33.169	33.238	466	0	7
2025.04.29	12:00:00	33.238	33.257	33.207	33.245	499	0	7
2025.04.29	12:15:00	33.245	33.317	33.199	33.302	591	0	7
2025.04.29	12:30:00	33.302	33.353	33.284	33.349	709	0	7
2025.04.29	12:45:00	33.349	33.364	33.321	33.324	650	0	7
2025.04.29	13:00:00	33.321	33.368	33.315	33.362	549	0	7
2025.04.29	13:15:00	33.362	33.363	33.272	33.276	624	0	7
2025.04.29	13:30:00	33.277	33.306	33.248	33.288	501	0	7
2025.04.29	13:45:00	33.288	33.297	33.199	33.214	596	0	7
2025.04.29	14:00:00	33.214	33.282	33.201	33.258	666	0	11
2025.04.29	14:15:00	33.258	33.292	33.244	33.278	494	0	10
2025.04.29	14:30:00	33.278	33.318	33.272	33.278	444	0	10
2025.04.29	14:45:00	33.278	33.292	33.185	33.215	729	0	10
2025.04.29	15:00:00	33.214	33.295	33.210	33.292	738	0	10
2025.04.29	15:15:00	33.291	33.297	33.183	33.288	1017	0	10
2025.04.29	15:30:00	33.288	33.505	33.282	33.481	1240	0	16
2025.04.29	15:45:00	33.481	33.481	33.367	33.378	1056	0	13
2025.04.29	16:00:00	33.378	33.396	33.176	33.337	1684	0	13
2025.04.29	16:15:00	33.340	33.529	33.319	33.512	1459	0	9
2025.04.29	16:30:00	33.512	33.529	33.333	33.338	1688	0	12
2025.04.29	16:45:00	33.340	33.342	33.217	33.299	1889	0	11
2025.04.29	17:00:00	33.299	33.338	33.228	33.294	1604	0	10
2025.04.29	17:15:00	33.294	33.322	33.190	33.269	1459	0	10
2025.04.29	17:30:00	33.269	33.369	33.234	33.311	961	0	10
2025.04.29	17:45:00	33.311	33.350	33.281	33.326	955	0	8
2025.04.29	18:00:00	33.326	33.335	33.219	33.221	729	0	8
2025.04.29	18:15:00	33.220	33.251	33.037	33.107	1256	0	10
2025.04.29	18:30:00	33.107	33.216	33.102	33.180	1097	0	10
2025.04.29	18:45:00	33.180	33.268	33.167	33.208	797	0	11
2025.04.29	19:00:00	33.208	33.257	33.197	33.234	575	0	8
2025.04.29	19:15:00	33.233	33.263	33.197	33.252	646	0	7
2025.04.29	19:30:00	33.253	33.269	33.241	33.248	524	0	7
2025.04.30	10:00:00	32.843	32.922	32.807	32.921	610	0	7
2025.04.30	10:15:00	32.921	32.983	32.900	32.967	568	0	7
2025.04.30	10:30:00	32.967	32.967	32.878	32.889	615	0	7
2025.04.30	10:45:00	32.888	32.888	32.644	32.670	781	0	9
2025.04.30	11:00:00	32.670	32.688	32.387	32.454	1607	0	10
2025.04.30	11:15:00	32.454	32.470	32.343	32.376	1369	0	7
2025.04.30	11:30:00	32.376	32.465	32.327	32.453	1036	0	7
2025.04.30	11:45:00	32.453	32.504	32.381	32.400	747	0	10
2025.04.30	12:00:00	32.400	32.452	32.364	32.414	821	0	9
2025.04.30	12:15:00	32.414	32.417	32.328	32.382	790	0	7
2025.04.30	12:30:00	32.382	32.399	32.292	32.323	803	0	7
2025.04.30	12:45:00	32.323	32.325	32.212	32.230	1013	0	7
2025.04.30	13:00:00	32.230	32.297	32.202	32.280	768	0	7
2025.04.30	13:15:00	32.280	32.366	32.228	32.360	927	0	7
2025.04.30	13:30:00	32.360	32.397	32.314	32.335	777	0	7
2025.04.30	13:45:00	32.335	32.350	32.239	32.260	775	0	7
2025.04.30	14:00:00	32.260	32.262	32.179	32.218	998	0	8
2025.04.30	14:15:00	32.218	32.323	32.217	32.301	571	0	9
2025.04.30	14:30:00	32.301	32.305	32.235	32.266	497	0	10
2025.04.30	14:45:00	32.265	32.280	32.177	32.210	795	0	12
2025.04.30	15:00:00	32.210	32.273	32.184	32.222	986	0	16
2025.04.30	15:15:00	32.222	32.343	32.183	32.264	1731	0	16
2025.04.30	15:30:00	32.264	32.469	32.262	32.451	1712	0	15
2025.04.30	15:45:00	32.451	32.618	32.441	32.598	1494	0	10
2025.04.30	16:00:00	32.598	32.749	32.550	32.710	1379	0	9
2025.04.30	16:15:00	32.710	32.726	32.546	32.599	1140	0	8
2025.04.30	16:30:00	32.599	32.736	32.558	32.624	1910	0	9
2025.04.30	16:45:00	32.624	32.693	32.412	32.436	1746	0	11
2025.04.30	17:00:00	32.435	32.608	32.372	32.596	1827	0	13
2025.04.30	17:15:00	32.596	32.672	32.549	32.589	1464	0	8
2025.04.30	17:30:00	32.588	32.610	32.467	32.563	1939	0	8
2025.04.30	17:45:00	32.562	32.707	32.394	32.691	1664	0	8
2025.04.30	18:00:00	32.691	32.698	32.589	32.633	1397	0	8
2025.04.30	18:15:00	32.632	32.773	32.617	32.769	1070	0	8
2025.04.30	18:30:00	32.769	32.774	32.638	32.638	1086	0	9
2025.04.30	18:45:00	32.638	32.727	32.556	32.725	1106	0	9
2025.04.30	19:00:00	32.725	32.731	32.659	32.676	755	0	10
2025.04.30	19:15:00	32.676	32.690	32.644	32.670	741	0	7
2025.04.30	19:30:00	32.670	32.699	32.640	32.683	640	0	7
2025.04.30	19:45:00	32.683	32.689	32.652	32.669	472	0	8
2025.04.30	20:00:00	32.669	32.689	32.560	32.562	706	0	9
2025.04.30	20:15:00	32.561	32.624	32.533	32.623	996	0	9
2025.04.30	20:30:00	32.623	32.690	32.617	32.667	770	0	7
2025.04.30	20:45:00	32.667	32.679	32.631	32.631	482	0	7
2025.04.30	21:00:00	32.631	32.695	32.598	32.682	836	0	8
2025.04.30	21:15:00	32.682	32.705	32.634	32.644	695	0	7
2025.04.30	21:30:00	32.644	32.655	32.612	32.632	533	0	7
2025.04.30	21:45:00	32.632	32.650	32.612	32.617	475	0	7
2025.04.30	22:00:00	32.617	32.639	32.577	32.589	466	0	8
2025.04.30	22:15:00	32.589	32.597	32.544	32.544	372	0	8
2025.04.30	22:30:00	32.544	32.562	32.529	32.538	389	0	7
2025.04.30	22:45:00	32.538	32.574	32.536	32.546	531	0	7
2025.04.30	23:00:00	32.546	32.594	32.543	32.584	621	0	7
2025.04.30	23:15:00	32.584	32.640	32.581	32.618	348	0	7
2025.04.30	23:30:00	32.618	32.622	32.526	32.583	378	0	7
2025.04.30	23:45:00	32.583	32.612	32.575	32.600	232	0	26
2025.05.01	01:00:00	32.591	32.664	32.587	32.643	530	0	12
2025.05.01	01:15:00	32.643	32.654	32.608	32.613	509	0	11
2025.05.01	01:30:00	32.613	32.647	32.606	32.637	564	0	9
2025.05.01	01:45:00	32.637	32.648	32.620	32.637	305	0	9
2025.05.01	02:00:00	32.637	32.654	32.607	32.607	423	0	9
2025.05.01	02:15:00	32.607	32.629	32.577	32.625	432	0	9
2025.05.01	02:30:00	32.625	32.636	32.601	32.634	456	0	9
2025.05.01	02:45:00	32.634	32.635	32.612	32.617	334	0	9
2025.05.01	03:00:00	32.617	32.654	32.589	32.654	478	0	9
2025.05.01	03:15:00	32.654	32.667	32.514	32.514	1038	0	9
2025.05.01	03:30:00	32.514	32.514	32.217	32.316	1184	0	11
2025.05.01	03:45:00	32.316	32.430	32.275	32.339	752	0	9
2025.05.01	04:00:00	32.339	32.393	32.305	32.384	811	0	9
2025.05.01	04:15:00	32.384	32.386	32.349	32.367	541	0	9
2025.05.01	04:30:00	32.367	32.433	32.349	32.401	454	0	11
2025.05.01	04:45:00	32.401	32.421	32.339	32.357	625	0	9
2025.05.01	05:00:00	32.357	32.392	32.335	32.371	397	0	9
2025.05.01	05:15:00	32.371	32.425	32.364	32.409	504	0	9
2025.05.01	05:30:00	32.409	32.416	32.329	32.334	414	0	9
2025.05.01	05:45:00	32.334	32.344	32.247	32.255	456	0	9
2025.05.01	06:00:00	32.255	32.285	32.073	32.073	646	0	11
2025.05.01	06:15:00	32.073	32.129	32.065	32.129	712	0	9
2025.05.01	06:30:00	32.129	32.143	31.980	31.996	624	0	9
2025.05.01	06:45:00	31.996	32.058	31.979	32.030	568	0	9
2025.05.01	07:00:00	32.030	32.116	32.022	32.104	580	0	9
2025.05.01	07:15:00	32.104	32.106	32.042	32.081	513	0	9
2025.05.01	07:30:00	32.081	32.121	32.056	32.074	537	0	9
2025.05.01	07:45:00	32.074	32.112	32.026	32.028	519	0	9
2025.05.01	08:00:00	32.028	32.061	31.981	32.044	472	0	9
2025.05.01	08:15:00	32.044	32.058	31.999	32.048	517	0	9
2025.05.01	08:30:00	32.048	32.151	32.036	32.103	630	0	9
2025.05.01	08:45:00	32.103	32.153	32.091	32.094	432	0	9
2025.05.01	09:00:00	32.094	32.172	32.066	32.150	472	0	9
2025.05.01	09:15:00	32.150	32.164	32.093	32.111	634	0	7
2025.05.01	09:30:00	32.111	32.178	32.111	32.146	611	0	7
2025.05.01	09:45:00	32.146	32.156	32.112	32.114	460	0	7
2025.05.01	10:00:00	32.114	32.141	32.040	32.077	658	0	7
2025.05.01	10:15:00	32.077	32.117	32.023	32.077	625	0	7
2025.05.01	10:30:00	32.077	32.163	32.057	32.157	656	0	9
2025.05.01	10:45:00	32.157	32.174	32.100	32.106	617	0	9
2025.05.01	11:00:00	32.106	32.231	32.106	32.207	673	0	9
2025.05.01	11:15:00	32.207	32.285	32.205	32.258	543	0	9
2025.05.01	11:30:00	32.258	32.272	32.207	32.233	430	0	11
2025.05.01	11:45:00	32.233	32.270	32.229	32.264	397	0	9
2025.05.01	12:00:00	32.264	32.315	32.198	32.207	801	0	9
2025.05.01	12:15:00	32.207	32.220	32.187	32.198	595	0	9
2025.05.01	12:30:00	32.198	32.203	32.126	32.150	624	0	9
2025.05.01	12:45:00	32.151	32.168	32.071	32.094	669	0	9
2025.05.01	13:00:00	32.094	32.104	31.999	31.999	754	0	9
2025.05.01	13:15:00	31.999	32.127	31.996	32.105	680	0	9
2025.05.01	13:30:00	32.105	32.164	32.097	32.157	579	0	9
2025.05.01	13:45:00	32.156	32.161	32.125	32.139	423	0	9
2025.05.01	14:00:00	32.139	32.154	32.099	32.107	673	0	13
2025.05.01	14:15:00	32.107	32.114	32.009	32.021	467	0	13
2025.05.01	14:30:00	32.021	32.071	31.902	31.902	858	0	13
2025.05.01	14:45:00	31.902	31.958	31.665	31.719	1281	0	16
2025.05.01	15:00:00	31.719	31.854	31.682	31.759	1328	0	12
2025.05.01	15:15:00	31.759	32.076	31.736	32.044	1482	0	12
2025.05.01	15:30:00	32.044	32.396	31.994	32.394	1721	0	17
2025.05.01	15:45:00	32.394	32.396	32.261	32.292	1381	0	10
2025.05.01	16:00:00	32.292	32.478	32.287	32.446	1351	0	10
2025.05.01	16:15:00	32.446	32.465	32.274	32.351	1027	0	10
2025.05.01	16:30:00	32.351	32.458	32.229	32.418	2155	0	11
2025.05.01	16:45:00	32.418	32.431	32.305	32.341	1674	0	14
2025.05.01	17:00:00	32.341	32.421	32.261	32.355	2032	0	15
2025.05.01	17:15:00	32.355	32.391	32.149	32.193	1746	0	10
2025.05.01	17:30:00	32.193	32.451	32.176	32.439	1767	0	11
2025.05.01	17:45:00	32.439	32.498	32.269	32.293	1645	0	11
2025.05.01	18:00:00	32.293	32.411	32.288	32.374	1185	0	11
2025.05.01	18:15:00	32.374	32.400	32.331	32.389	1215	0	11
2025.05.01	18:30:00	32.389	32.389	32.232	32.254	1276	0	11
2025.05.01	18:45:00	32.254	32.297	32.212	32.258	986	0	11
2025.05.01	19:00:00	32.258	32.279	32.118	32.118	1017	0	12
2025.05.01	19:15:00	32.118	32.181	32.093	32.178	1052	0	10
2025.05.01	19:30:00	32.178	32.229	32.155	32.209	802	0	9
2025.05.01	19:45:00	32.209	32.264	32.202	32.263	689	0	9
2025.05.01	20:00:00	32.263	32.275	32.210	32.233	644	0	9
2025.05.01	20:15:00	32.233	32.247	32.191	32.202	750	0	9
2025.05.01	20:30:00	32.202	32.265	32.142	32.164	509	0	9
